"REF_DATE","GEO","price_indexes","house_price"
"2005-07","Greater Sudbury, Ontario","Total (house and land)","86.2"
"2005-07","Greater Sudbury, Ontario","House only","85.8"
"2005-07","Greater Sudbury, Ontario","Land only","87.3"
"2005-07","Prairie Region","Total (house and land)","57.9"
"2005-07","Prairie Region","House only","61.2"
"2005-07","Prairie Region","Land only","51.7"
"2005-07","Manitoba","Total (house and land)","57.1"
"2005-07","Manitoba","House only","63.2"
"2005-07","Manitoba","Land only","42.6"
"2005-07","Winnipeg, Manitoba","Total (house and land)","57.1"
"2005-07","Winnipeg, Manitoba","House only","63.2"
"2005-07","Winnipeg, Manitoba","Land only","42.6"
"2005-07","Saskatchewan","Total (house and land)","51.5"
"2005-07","Saskatchewan","House only","53.7"
"2005-07","Saskatchewan","Land only","46.0"
"2005-07","Regina, Saskatchewan","Total (house and land)","48.2"
"2005-07","Regina, Saskatchewan","House only","49.9"
"2005-07","Regina, Saskatchewan","Land only","43.8"
"2005-07","Saskatoon, Saskatchewan","Total (house and land)","54.9"
"2005-07","Saskatoon, Saskatchewan","House only","57.7"
"2005-07","Saskatoon, Saskatchewan","Land only","47.6"
"2005-07","Alberta","Total (house and land)","58.6"
"2005-07","Alberta","House only","61.9"
"2005-07","Alberta","Land only","52.9"
"2005-07","Calgary, Alberta","Total (house and land)","53.7"
"2005-07","Calgary, Alberta","House only","56.2"
"2005-07","Calgary, Alberta","Land only","49.9"
"2005-07","Edmonton, Alberta","Total (house and land)","64.5"
"2005-07","Edmonton, Alberta","House only","69.7"
"2005-07","Edmonton, Alberta","Land only","54.8"
"2005-07","British Columbia","Total (house and land)","88.1"
"2005-07","British Columbia","House only","86.9"
"2005-07","British Columbia","Land only","91.5"
"2005-07","Kelowna, British Columbia","Total (house and land)",""
"2005-07","Kelowna, British Columbia","House only",""
"2005-07","Kelowna, British Columbia","Land only",""
"2005-07","Vancouver, British Columbia","Total (house and land)","86.0"
"2005-07","Vancouver, British Columbia","House only","83.2"
"2005-07","Vancouver, British Columbia","Land only","93.1"
"2005-07","Victoria, British Columbia","Total (house and land)","109.9"
"2005-07","Victoria, British Columbia","House only","132.5"
"2005-07","Victoria, British Columbia","Land only","82.0"
"2005-08","Canada","Total (house and land)","72.3"
"2005-08","Canada","House only","70.9"
"2005-08","Canada","Land only","75.9"
"2005-08","Atlantic Region","Total (house and land)","74.5"
"2005-08","Atlantic Region","House only","76.5"
"2005-08","Atlantic Region","Land only","68.1"
"2005-08","Newfoundland and Labrador","Total (house and land)","60.8"
"2005-08","Newfoundland and Labrador","House only","63.1"
"2005-08","Newfoundland and Labrador","Land only","55.5"
"2005-08","St. John's, Newfoundland and Labrador","Total (house and land)","60.8"
"2005-08","St. John's, Newfoundland and Labrador","House only","63.1"
"2005-08","St. John's, Newfoundland and Labrador","Land only","55.5"
"2005-08","Prince Edward Island","Total (house and land)","95.1"
"2005-08","Prince Edward Island","House only","97.9"
"2005-08","Prince Edward Island","Land only","83.4"
"2005-08","Charlottetown, Prince Edward Island","Total (house and land)","95.1"
"2005-08","Charlottetown, Prince Edward Island","House only","97.9"
"2005-08","Charlottetown, Prince Edward Island","Land only","83.4"
"2005-08","Nova Scotia","Total (house and land)","77.2"
"2005-08","Nova Scotia","House only","76.7"
"2005-08","Nova Scotia","Land only","78.1"
"2005-08","Halifax, Nova Scotia","Total (house and land)","77.2"
"2005-08","Halifax, Nova Scotia","House only","76.7"
"2005-08","Halifax, Nova Scotia","Land only","78.1"
"2005-08","New Brunswick","Total (house and land)","87.2"
"2005-08","New Brunswick","House only","88.4"
"2005-08","New Brunswick","Land only","83.4"
"2005-08","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","87.2"
"2005-08","Saint John, Fredericton, and Moncton, New Brunswick","House only","88.4"
"2005-08","Saint John, Fredericton, and Moncton, New Brunswick","Land only","83.4"
"2005-08","Quebec","Total (house and land)","77.1"
"2005-08","Quebec","House only","79.6"
"2005-08","Quebec","Land only","71.2"
"2005-08","Québec, Quebec","Total (house and land)","75.8"
"2005-08","Québec, Quebec","House only","84.6"
"2005-08","Québec, Quebec","Land only","58.2"
"2005-08","Sherbrooke, Quebec","Total (house and land)",""
"2005-08","Sherbrooke, Quebec","House only",""
"2005-08","Sherbrooke, Quebec","Land only",""
"2005-08","Trois-Rivières, Quebec","Total (house and land)",""
"2005-08","Trois-Rivières, Quebec","House only",""
"2005-08","Trois-Rivières, Quebec","Land only",""
"2005-08","Montréal, Quebec","Total (house and land)","77.3"
"2005-08","Montréal, Quebec","House only","78.6"
"2005-08","Montréal, Quebec","Land only","74.8"
"2005-08","Alberta","Land only","53.2"
"2005-08","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"2005-08","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"2005-08","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"2005-08","Ontario","Total (house and land)","72.0"
"2005-08","Ontario","House only","66.3"
"2005-08","Ontario","Land only","85.5"
"2005-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","83.4"
"2005-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","82.9"
"2005-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","89.1"
"2005-08","Oshawa, Ontario","Total (house and land)",""
"2005-08","Oshawa, Ontario","House only",""
"2005-08","Oshawa, Ontario","Land only",""
"2005-08","Toronto, Ontario","Total (house and land)","68.2"
"2005-08","Toronto, Ontario","House only","60.4"
"2005-08","Toronto, Ontario","Land only","84.4"
"2005-08","Hamilton, Ontario","Total (house and land)","76.1"
"2005-08","Hamilton, Ontario","House only","71.8"
"2005-08","Hamilton, Ontario","Land only","85.4"
"2005-08","St. Catharines-Niagara, Ontario","Total (house and land)","75.9"
"2005-08","St. Catharines-Niagara, Ontario","House only","71.9"
"2005-08","St. Catharines-Niagara, Ontario","Land only","86.6"
"2005-08","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","79.9"
"2005-08","Kitchener-Cambridge-Waterloo, Ontario","House only","75.8"
"2005-08","Kitchener-Cambridge-Waterloo, Ontario","Land only","92.9"
"2005-08","Guelph, Ontario","Total (house and land)",""
"2005-08","Guelph, Ontario","House only",""
"2005-08","Guelph, Ontario","Land only",""
"2005-08","London, Ontario","Total (house and land)","77.1"
"2005-08","London, Ontario","House only","73.1"
"2005-08","London, Ontario","Land only","95.7"
"2005-08","Windsor, Ontario","Total (house and land)","96.6"
"2005-08","Windsor, Ontario","House only","98.0"
"2005-08","Windsor, Ontario","Land only","93.3"
"2005-08","Greater Sudbury, Ontario","Total (house and land)","86.1"
"2005-08","Greater Sudbury, Ontario","House only","85.7"
"2005-08","Greater Sudbury, Ontario","Land only","87.3"
"2005-08","Prairie Region","Total (house and land)","58.1"
"2005-08","Prairie Region","House only","61.5"
"2005-08","Prairie Region","Land only","51.9"
"2005-08","Manitoba","Total (house and land)","57.4"
"2005-08","Manitoba","House only","63.5"
"2005-08","Manitoba","Land only","43.0"
"2005-08","Winnipeg, Manitoba","Total (house and land)","57.4"
"2005-08","Winnipeg, Manitoba","House only","63.5"
"2005-08","Winnipeg, Manitoba","Land only","43.0"
"2005-08","Saskatchewan","Total (house and land)","51.5"
"2005-08","Saskatchewan","House only","53.7"
"2005-08","Saskatchewan","Land only","46.0"
"2005-08","Regina, Saskatchewan","Total (house and land)","48.2"
"2005-08","Regina, Saskatchewan","House only","49.9"
"2005-08","Regina, Saskatchewan","Land only","43.8"
"2005-08","Saskatoon, Saskatchewan","Total (house and land)","54.9"
"2005-08","Saskatoon, Saskatchewan","House only","57.7"
"2005-08","Saskatoon, Saskatchewan","Land only","47.6"
"2005-08","Alberta","Total (house and land)","58.9"
"2005-08","Alberta","House only","62.2"
"2005-08","Calgary, Alberta","Total (house and land)","54.0"
"2005-08","Calgary, Alberta","House only","56.5"
"2005-08","Calgary, Alberta","Land only","50.1"
"2005-08","Edmonton, Alberta","Total (house and land)","64.9"
"2005-08","Edmonton, Alberta","House only","70.0"
"2005-08","Edmonton, Alberta","Land only","55.2"
"2005-08","British Columbia","Total (house and land)","88.5"
"2005-08","British Columbia","House only","87.1"
"2005-08","British Columbia","Land only","91.8"
"2005-08","Kelowna, British Columbia","Total (house and land)",""
"2005-08","Kelowna, British Columbia","House only",""
"2005-08","Kelowna, British Columbia","Land only",""
"2005-08","Vancouver, British Columbia","Total (house and land)","86.0"
"2005-08","Vancouver, British Columbia","House only","83.1"
"2005-08","Vancouver, British Columbia","Land only","93.1"
"2005-08","Victoria, British Columbia","Total (house and land)","113.0"
"2005-08","Victoria, British Columbia","House only","136.8"
"2005-08","Victoria, British Columbia","Land only","84.1"
"2005-09","Canada","Total (house and land)","72.7"
"2005-09","Canada","House only","71.3"
"2005-09","Canada","Land only","76.2"
"2005-09","Atlantic Region","Total (house and land)","75.2"
"2005-09","Atlantic Region","House only","77.3"
"2005-09","Atlantic Region","Land only","68.5"
"2005-09","Newfoundland and Labrador","Total (house and land)","61.1"
"2005-09","Newfoundland and Labrador","House only","63.6"
"2005-09","Newfoundland and Labrador","Land only","55.5"
"2005-09","St. John's, Newfoundland and Labrador","Total (house and land)","61.1"
"2005-09","St. John's, Newfoundland and Labrador","House only","63.6"
"2005-09","St. John's, Newfoundland and Labrador","Land only","55.5"
"2005-09","Prince Edward Island","Total (house and land)","95.7"
"2005-09","Prince Edward Island","House only","98.6"
"2005-09","Prince Edward Island","Land only","83.4"
"2005-09","Charlottetown, Prince Edward Island","Total (house and land)","95.7"
"2005-09","Charlottetown, Prince Edward Island","House only","98.6"
"2005-09","Charlottetown, Prince Edward Island","Land only","83.4"
"2005-09","Nova Scotia","Total (house and land)","78.4"
"2005-09","Nova Scotia","House only","77.9"
"2005-09","Nova Scotia","Land only","79.3"
"2005-09","Halifax, Nova Scotia","Total (house and land)","78.4"
"2005-09","Halifax, Nova Scotia","House only","77.9"
"2005-09","Halifax, Nova Scotia","Land only","79.3"
"2005-09","New Brunswick","Total (house and land)","87.7"
"2005-09","New Brunswick","House only","89.0"
"2005-09","New Brunswick","Land only","83.4"
"2005-09","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","87.7"
"2005-09","Saint John, Fredericton, and Moncton, New Brunswick","House only","89.0"
"2005-09","Saint John, Fredericton, and Moncton, New Brunswick","Land only","83.4"
"2005-09","Quebec","Total (house and land)","77.6"
"2005-09","Quebec","House only","80.0"
"2005-09","Quebec","Land only","71.6"
"2005-09","Québec, Quebec","Total (house and land)","75.8"
"2005-09","Québec, Quebec","House only","84.6"
"2005-09","Québec, Quebec","Land only","58.2"
"2005-09","Sherbrooke, Quebec","Total (house and land)",""
"2005-09","Sherbrooke, Quebec","House only",""
"2005-09","Sherbrooke, Quebec","Land only",""
"2005-09","Trois-Rivières, Quebec","Total (house and land)",""
"2005-09","Trois-Rivières, Quebec","House only",""
"2005-09","Trois-Rivières, Quebec","Land only",""
"2005-09","Montréal, Quebec","Total (house and land)","77.8"
"2005-09","Montréal, Quebec","House only","79.1"
"2005-09","Montréal, Quebec","Land only","75.3"
"2005-09","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"2005-09","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"2005-09","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"2005-09","Ontario","Total (house and land)","72.2"
"2005-09","Ontario","House only","66.5"
"2005-09","Ontario","Land only","85.8"
"2005-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","83.7"
"2005-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","83.2"
"2005-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","89.1"
"2005-09","Oshawa, Ontario","Total (house and land)",""
"2005-09","Oshawa, Ontario","House only",""
"2005-09","Oshawa, Ontario","Land only",""
"2005-09","Toronto, Ontario","Total (house and land)","68.4"
"2005-09","Toronto, Ontario","House only","60.6"
"2005-09","Toronto, Ontario","Land only","84.7"
"2005-09","Hamilton, Ontario","Total (house and land)","76.2"
"2005-09","Hamilton, Ontario","House only","72.0"
"2005-09","Hamilton, Ontario","Land only","85.4"
"2005-09","St. Catharines-Niagara, Ontario","Total (house and land)","76.2"
"2005-09","St. Catharines-Niagara, Ontario","House only","72.3"
"2005-09","St. Catharines-Niagara, Ontario","Land only","86.9"
"2005-09","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","79.8"
"2005-09","Kitchener-Cambridge-Waterloo, Ontario","House only","75.7"
"2005-09","Kitchener-Cambridge-Waterloo, Ontario","Land only","92.9"
"2005-09","Guelph, Ontario","Total (house and land)",""
"2005-09","Guelph, Ontario","House only",""
"2005-09","Guelph, Ontario","Land only",""
"2005-09","London, Ontario","Total (house and land)","77.2"
"2005-09","London, Ontario","House only","73.3"
"2005-09","London, Ontario","Land only","95.7"
"2005-09","Windsor, Ontario","Total (house and land)","96.6"
"2005-09","Windsor, Ontario","House only","98.0"
"2005-09","Windsor, Ontario","Land only","93.3"
"2005-09","Greater Sudbury, Ontario","Total (house and land)","86.4"
"2005-09","Greater Sudbury, Ontario","House only","86.1"
"2005-09","Greater Sudbury, Ontario","Land only","87.3"
"2005-09","Prairie Region","Total (house and land)","59.1"
"2005-09","Prairie Region","House only","62.6"
"2005-09","Prairie Region","Land only","52.5"
"2005-09","Manitoba","Total (house and land)","58.3"
"2005-09","Manitoba","House only","63.7"
"2005-09","Manitoba","Land only","45.1"
"2005-09","Winnipeg, Manitoba","Total (house and land)","58.3"
"2005-09","Winnipeg, Manitoba","House only","63.7"
"2005-09","Winnipeg, Manitoba","Land only","45.1"
"2005-09","Saskatchewan","Total (house and land)","52.2"
"2005-09","Saskatchewan","House only","54.3"
"2005-09","Saskatchewan","Land only","47.0"
"2005-09","Regina, Saskatchewan","Total (house and land)","48.5"
"2005-09","Regina, Saskatchewan","House only","49.9"
"2005-09","Regina, Saskatchewan","Land only","45.2"
"2005-09","Saskatoon, Saskatchewan","Total (house and land)","55.9"
"2005-09","Saskatoon, Saskatchewan","House only","58.8"
"2005-09","Saskatoon, Saskatchewan","Land only","48.3"
"2005-09","Alberta","Total (house and land)","59.9"
"2005-09","Alberta","House only","63.4"
"2005-09","Alberta","Land only","53.6"
"2005-09","Calgary, Alberta","Total (house and land)","55.0"
"2005-09","Calgary, Alberta","House only","57.9"
"2005-09","Calgary, Alberta","Land only","50.1"
"2005-09","Edmonton, Alberta","Total (house and land)","65.8"
"2005-09","Edmonton, Alberta","House only","70.7"
"2005-09","Edmonton, Alberta","Land only","56.6"
"2005-09","British Columbia","Total (house and land)","88.8"
"2005-09","British Columbia","House only","87.5"
"2005-09","British Columbia","Land only","92.1"
"2005-09","Kelowna, British Columbia","Total (house and land)",""
